Customer_id,Gender,Age,City,Order_id,Order_date,Restaurant_name,Dish_Name,Category,Quantity,Price,Payment_method,Order_frequency,Churned,Rating,Delivery_status
C4108,FEMALE,Teenager,Peshawar,O8108,01-05-2024,Pizza Hut,Burger,Continental,1,350.81,Wallet,19,Active,1,Cancelled
C5420,OTHER,Adult,Karachi,O9420,01-05-2024,KFC,Pasta,Continental,3,377.77,Cash,4,Inactive,5,Delivered
C3774,OTHER,Adult,Peshawar,O7774,01-05-2024,Subway,Fries,Italian,1,404.66,Cash,19,Inactive,1,Delayed
C5951,MALE,Adult,Islamabad,O9951,01-05-2024,Burger King,Fries,Chinese,5,422.11,Cash,38,Inactive,4,Cancelled
C3478,MALE,Teenager,Peshawar,O7478,01-05-2024,Burger King,Fries,Italian,3,747.58,Wallet,16,Active,3,Delivered
C1198,FEMALE,Senior,Karachi,O5198,01-05-2024,McDonald's,Fries,Italian,1,839.34,Cash,18,Active,4,Cancelled
C3311,MALE,Adult,Karachi,O7311,01-05-2024,Subway,Pasta,Italian,2,846.02,Card,24,Active,2,Delivered
C1977,MALE,Adult,Multan,O5977,01-05-2024,McDonald's,Fries,Fast Food,3,852.49,Card,2,Inactive,3,Delivered
C2523,MALE,Teenager,Islamabad,O6523,01-05-2024,Subway,Pizza,Continental,5,1015.21,Wallet,29,Inactive,2,Cancelled
C4085,OTHER,Adult,Islamabad,O8085,01-05-2024,Subway,Sandwich,Fast Food,1,1142.85,Cash,22,Inactive,5,Delivered
C4294,OTHER,Adult,Lahore,O8294,01-05-2024,Subway,Pizza,Italian,3,1432.57,Card,17,Inactive,2,Delivered
C5259,MALE,Teenager,Lahore,O9259,02-05-2024,McDonald's,Pizza,Chinese,1,348.41,Cash,48,Inactive,5,Cancelled
C2530,MALE,Senior,Lahore,O6530,02-05-2024,McDonald's,Pasta,Chinese,3,366.28,Wallet,13,Inactive,3,Cancelled
C6278,MALE,Adult,Islamabad,O10278,02-05-2024,KFC,Burger,Chinese,3,536.49,Wallet,49,Inactive,1,Delivered
C6895,OTHER,Adult,Lahore,O10895,02-05-2024,KFC,Fries,Dessert,5,921.34,Wallet,26,Active,4,Delivered
C1761,MALE,Adult,Peshawar,O5761,02-05-2024,Subway,Burger,Dessert,1,961.38,Card,1,Inactive,2,Cancelled
C1950,OTHER,Senior,Karachi,O5950,02-05-2024,McDonald's,Pizza,Chinese,5,973.19,Wallet,37,Inactive,2,Delivered
C6744,OTHER,Adult,Karachi,O10744,02-05-2024,Pizza Hut,Sandwich,Fast Food,3,1385.57,Card,44,Active,1,Cancelled
C3327,OTHER,Teenager,Peshawar,O7327,02-05-2024,Burger King,Burger,Dessert,1,1480.59,Card,40,Active,5,Delayed
C1062,MALE,Senior,Karachi,O5062,03-05-2024,Pizza Hut,Burger,Dessert,2,199.56,Wallet,47,Active,3,Delivered
C4075,FEMALE,Teenager,Multan,O8075,03-05-2024,KFC,Sandwich,Italian,4,440.27,Cash,48,Inactive,5,Cancelled
C5430,MALE,Senior,Karachi,O9430,03-05-2024,Burger King,Pasta,Dessert,4,564.96,Wallet,10,Active,2,Cancelled
C3591,FEMALE,Adult,Karachi,O7591,03-05-2024,KFC,Pizza,Italian,3,879.03,Cash,22,Active,5,Delivered
C1632,MALE,Adult,Peshawar,O5632,03-05-2024,Pizza Hut,Burger,Italian,3,1101.16,Wallet,19,Inactive,1,Cancelled
C5323,OTHER,Adult,Karachi,O9323,03-05-2024,KFC,Sandwich,Chinese,3,1144.9,Card,28,Active,5,Delivered
C1937,OTHER,Teenager,Multan,O5937,04-05-2024,KFC,Burger,Fast Food,2,615.89,Wallet,26,Active,4,Cancelled
C6008,OTHER,Teenager,Peshawar,O10008,04-05-2024,KFC,Pizza,Fast Food,3,808.19,Wallet,32,Inactive,2,Cancelled
C5064,FEMALE,Adult,Peshawar,O9064,04-05-2024,Burger King,Sandwich,Dessert,5,1204.31,Card,4,Active,1,Delayed
C1911,OTHER,Teenager,Peshawar,O5911,04-05-2024,KFC,Fries,Dessert,3,1271.26,Wallet,18,Inactive,5,Delivered
C4508,FEMALE,Adult,Lahore,O8508,05-05-2024,McDonald's,Burger,Fast Food,4,137.37,Wallet,33,Active,4,Cancelled
C1129,FEMALE,Adult,Lahore,O5129,05-05-2024,McDonald's,Fries,Continental,3,197.07,Card,38,Active,4,Delivered
C2819,MALE,Adult,Multan,O6819,05-05-2024,Pizza Hut,Pasta,Continental,3,806.34,Card,18,Inactive,5,Cancelled
C6528,MALE,Teenager,Lahore,O10528,05-05-2024,Pizza Hut,Pasta,Italian,2,1146.64,Cash,23,Active,2,Cancelled
C3455,OTHER,Teenager,Multan,O7455,05-05-2024,KFC,Fries,Dessert,2,1304.69,Cash,27,Active,3,Delivered
C4734,FEMALE,Adult,Multan,O8734,05-05-2024,Pizza Hut,Sandwich,Chinese,4,1317.71,Wallet,36,Inactive,1,Cancelled
C5827,OTHER,Teenager,Lahore,O9827,05-05-2024,KFC,Pasta,Italian,4,1344.23,Card,45,Inactive,2,Cancelled
C5366,MALE,Senior,Karachi,O9366,06-05-2024,KFC,Sandwich,Italian,4,252.12,Card,20,Active,2,Delivered
C3148,FEMALE,Adult,Islamabad,O7148,06-05-2024,Subway,Sandwich,Italian,3,640.49,Card,26,Inactive,3,Delivered
C1313,OTHER,Teenager,Peshawar,O5313,06-05-2024,Pizza Hut,Sandwich,Continental,3,1267.47,Cash,5,Active,2,Delayed
C3977,OTHER,Adult,Lahore,O7977,06-05-2024,KFC,Fries,Chinese,1,1360.42,Card,47,Active,4,Delivered
C3460,OTHER,Teenager,Lahore,O7460,07-05-2024,Subway,Burger,Italian,3,118.38,Card,5,Inactive,1,Cancelled
C1868,OTHER,Senior,Islamabad,O5868,07-05-2024,KFC,Sandwich,Continental,2,354.83,Wallet,46,Inactive,4,Cancelled
C6957,OTHER,Senior,Multan,O10957,07-05-2024,Burger King,Pizza,Italian,4,582.12,Card,12,Inactive,1,Delayed
C5392,MALE,Teenager,Multan,O9392,07-05-2024,KFC,Pizza,Chinese,5,863.27,Cash,1,Active,2,Delivered
C2233,OTHER,Teenager,Karachi,O6233,07-05-2024,Pizza Hut,Pasta,Dessert,1,890.79,Card,14,Inactive,2,Delayed
C6096,MALE,Senior,Peshawar,O10096,07-05-2024,McDonald's,Pasta,Fast Food,5,1167.6,Wallet,42,Active,4,Delayed
C6309,MALE,Senior,Karachi,O10309,07-05-2024,Subway,Pasta,Dessert,3,1321.32,Cash,1,Active,3,Delayed
C1808,MALE,Senior,Islamabad,O5808,07-05-2024,Pizza Hut,Burger,Dessert,5,1387.61,Card,10,Inactive,5,Delayed
C4577,OTHER,Adult,Multan,O8577,08-05-2024,Pizza Hut,Pizza,Fast Food,2,303.68,Card,49,Inactive,2,Cancelled
C6526,OTHER,Teenager,Lahore,O10526,08-05-2024,Pizza Hut,Pasta,Continental,4,453.16,Card,32,Active,1,Delivered
C5675,OTHER,Teenager,Islamabad,O9675,08-05-2024,McDonald's,Pasta,Italian,5,488.2,Cash,27,Active,1,Cancelled
C6870,MALE,Adult,Karachi,O10870,08-05-2024,Subway,Pasta,Dessert,4,662.34,Wallet,44,Active,1,Delayed
C3663,MALE,Senior,Multan,O7663,08-05-2024,McDonald's,Burger,Fast Food,1,782.24,Cash,28,Active,1,Delivered
C3378,OTHER,Adult,Lahore,O7378,08-05-2024,KFC,Sandwich,Continental,5,897.36,Cash,48,Inactive,1,Cancelled
C4191,FEMALE,Teenager,Multan,O8191,08-05-2024,KFC,Sandwich,Dessert,3,999.72,Card,47,Inactive,1,Delayed
C3346,OTHER,Adult,Karachi,O7346,08-05-2024,McDonald's,Sandwich,Continental,4,1007.12,Wallet,20,Inactive,4,Delayed
C4959,OTHER,Senior,Lahore,O8959,08-05-2024,Pizza Hut,Burger,Chinese,1,1105.88,Card,42,Active,3,Delayed
C2837,FEMALE,Senior,Lahore,O6837,08-05-2024,KFC,Pizza,Dessert,1,1145.07,Cash,37,Active,1,Cancelled
C1314,MALE,Teenager,Lahore,O5314,08-05-2024,Pizza Hut,Burger,Chinese,1,1411.03,Cash,36,Inactive,2,Cancelled
C2203,OTHER,Adult,Multan,O6203,09-05-2024,Burger King,Fries,Italian,5,386.89,Card,38,Active,2,Cancelled
C5543,OTHER,Teenager,Multan,O9543,09-05-2024,Subway,Pasta,Continental,3,650.33,Cash,27,Inactive,1,Delivered
C4322,MALE,Teenager,Peshawar,O8322,09-05-2024,Subway,Pizza,Dessert,4,720.99,Card,41,Active,4,Delivered
C4501,MALE,Adult,Islamabad,O8501,09-05-2024,Burger King,Pizza,Italian,3,798.92,Wallet,40,Inactive,3,Cancelled
C6730,OTHER,Teenager,Multan,O10730,09-05-2024,Burger King,Fries,Chinese,2,915.08,Card,44,Inactive,2,Delayed
C3133,OTHER,Senior,Lahore,O7133,09-05-2024,Subway,Pasta,Continental,5,969.9,Cash,32,Active,4,Delayed
C6739,OTHER,Adult,Peshawar,O10739,09-05-2024,Subway,Pasta,Continental,2,1127.22,Cash,8,Active,4,Delayed
C6068,OTHER,Senior,Multan,O10068,09-05-2024,Subway,Burger,Dessert,3,1281.68,Card,31,Active,3,Delivered
C3317,OTHER,Teenager,Karachi,O7317,09-05-2024,Subway,Pasta,Fast Food,5,1410.26,Card,28,Inactive,2,Delayed
C1311,MALE,Senior,Karachi,O5311,10-05-2024,Subway,Pasta,Dessert,5,250.75,Wallet,42,Active,2,Cancelled
C1839,FEMALE,Adult,Karachi,O5839,10-05-2024,Pizza Hut,Sandwich,Fast Food,2,289.23,Wallet,15,Active,3,Cancelled
C4629,OTHER,Senior,Peshawar,O8629,10-05-2024,McDonald's,Burger,Fast Food,5,312.56,Cash,4,Active,4,Delayed
C4646,OTHER,Teenager,Lahore,O8646,10-05-2024,Pizza Hut,Fries,Fast Food,3,360.83,Cash,46,Inactive,1,Delivered
C6511,MALE,Adult,Lahore,O10511,10-05-2024,Burger King,Pasta,Dessert,2,478.2,Cash,49,Active,3,Delayed
C6178,FEMALE,Adult,Multan,O10178,10-05-2024,McDonald's,Burger,Fast Food,3,672.43,Card,48,Active,3,Delayed
C3633,MALE,Senior,Karachi,O7633,10-05-2024,Subway,Fries,Fast Food,2,756.12,Wallet,31,Active,3,Delivered
C1778,MALE,Adult,Islamabad,O5778,10-05-2024,Pizza Hut,Burger,Chinese,3,877.35,Card,50,Inactive,2,Delivered
C2414,OTHER,Adult,Karachi,O6414,10-05-2024,Burger King,Pasta,Fast Food,3,885.22,Wallet,38,Inactive,2,Cancelled
C1982,FEMALE,Adult,Peshawar,O5982,10-05-2024,Burger King,Burger,Fast Food,5,918.7,Cash,50,Active,5,Cancelled
C2936,OTHER,Adult,Karachi,O6936,10-05-2024,McDonald's,Sandwich,Italian,1,984.33,Wallet,44,Inactive,2,Cancelled
C4980,MALE,Teenager,Lahore,O8980,10-05-2024,Pizza Hut,Pizza,Continental,5,1235.07,Card,14,Inactive,3,Delivered
C6326,FEMALE,Adult,Karachi,O10326,10-05-2024,Pizza Hut,Pizza,Dessert,3,1454.84,Wallet,13,Active,1,Delayed
C4581,OTHER,Senior,Lahore,O8581,10-05-2024,Subway,Pasta,Fast Food,1,1456.44,Cash,9,Inactive,1,Delayed
C1593,FEMALE,Senior,Peshawar,O5593,11-05-2024,McDonald's,Burger,Chinese,5,349.86,Card,32,Inactive,1,Delayed
C3596,OTHER,Adult,Lahore,O7596,11-05-2024,Subway,Pizza,Continental,1,400.11,Card,32,Inactive,1,Delivered
C3380,OTHER,Teenager,Karachi,O7380,11-05-2024,Subway,Burger,Chinese,5,591.48,Cash,18,Active,5,Delivered
C6673,MALE,Teenager,Peshawar,O10673,11-05-2024,McDonald's,Burger,Italian,1,887.34,Cash,1,Inactive,2,Delivered
C2994,FEMALE,Adult,Multan,O6994,11-05-2024,KFC,Burger,Continental,1,952.31,Cash,23,Inactive,5,Cancelled
C2553,OTHER,Adult,Peshawar,O6553,11-05-2024,Burger King,Pasta,Dessert,3,1012.99,Wallet,1,Active,1,Cancelled
C1200,FEMALE,Adult,Islamabad,O5200,11-05-2024,Subway,Fries,Italian,2,1393.02,Card,6,Inactive,4,Delivered
C6058,FEMALE,Teenager,Lahore,O10058,12-05-2024,Subway,Burger,Fast Food,5,273.97,Card,31,Active,3,Delayed
C6812,MALE,Senior,Karachi,O10812,12-05-2024,Subway,Burger,Dessert,4,776.97,Wallet,50,Active,4,Delivered
C2308,FEMALE,Senior,Peshawar,O6308,12-05-2024,KFC,Fries,Dessert,3,897.8,Cash,46,Active,5,Delayed
C1835,OTHER,Adult,Karachi,O5835,12-05-2024,KFC,Sandwich,Italian,1,1156.35,Wallet,8,Inactive,5,Delayed
C6693,FEMALE,Adult,Karachi,O10693,12-05-2024,KFC,Pasta,Continental,1,1305.69,Wallet,46,Inactive,1,Delivered
C6220,OTHER,Adult,Islamabad,O10220,01-06-2024,McDonald's,Sandwich,Chinese,2,354.8,Wallet,2,Active,5,Delivered
C1976,MALE,Teenager,Multan,O5976,01-06-2024,McDonald's,Sandwich,Continental,4,813.69,Card,14,Inactive,5,Delayed
C2649,OTHER,Adult,Peshawar,O6649,01-06-2024,Subway,Pizza,Italian,5,1061.38,Card,25,Active,5,Delivered
C1784,MALE,Senior,Karachi,O5784,01-06-2024,Pizza Hut,Pasta,Dessert,3,1166.73,Cash,4,Inactive,4,Delivered
C6234,OTHER,Senior,Lahore,O10234,01-06-2024,Subway,Pasta,Fast Food,2,1413.68,Card,12,Inactive,4,Delivered
C4972,MALE,Adult,Islamabad,O8972,02-06-2024,Burger King,Burger,Dessert,4,252.25,Cash,42,Active,2,Cancelled
C4845,MALE,Adult,Peshawar,O8845,02-06-2024,Subway,Pasta,Italian,3,527.78,Card,6,Inactive,5,Delayed
C6084,FEMALE,Senior,Multan,O10084,02-06-2024,McDonald's,Pizza,Dessert,5,548.59,Wallet,50,Active,5,Delayed
C5104,FEMALE,Senior,Islamabad,O9104,02-06-2024,McDonald's,Pizza,Chinese,2,710.01,Wallet,46,Active,2,Delayed
C3988,FEMALE,Adult,Lahore,O7988,02-06-2024,Subway,Pizza,Continental,2,880.6,Cash,22,Active,5,Delayed
C4714,FEMALE,Senior,Islamabad,O8714,02-06-2024,Subway,Fries,Chinese,2,1001.76,Card,1,Active,4,Delayed
C5718,FEMALE,Teenager,Peshawar,O9718,02-06-2024,KFC,Fries,Dessert,4,1020.4,Cash,5,Inactive,5,Cancelled
C3708,FEMALE,Adult,Karachi,O7708,02-06-2024,Subway,Pizza,Fast Food,1,1073.18,Wallet,1,Inactive,1,Delivered
C1640,OTHER,Senior,Peshawar,O5640,02-06-2024,Pizza Hut,Burger,Italian,1,1121.14,Card,39,Active,4,Delivered
C3884,MALE,Senior,Lahore,O7884,03-06-2024,Burger King,Sandwich,Italian,3,104.03,Wallet,40,Inactive,2,Cancelled
C4656,FEMALE,Senior,Lahore,O8656,03-06-2024,Pizza Hut,Sandwich,Continental,3,395.29,Card,38,Inactive,3,Delayed
C5203,MALE,Adult,Islamabad,O9203,03-06-2024,Burger King,Fries,Chinese,3,794.88,Wallet,13,Active,4,Delivered
C6093,FEMALE,Adult,Multan,O10093,03-06-2024,Subway,Pizza,Fast Food,4,823.13,Wallet,47,Inactive,3,Delivered
C2091,MALE,Senior,Karachi,O6091,03-06-2024,KFC,Pasta,Dessert,3,944.9,Wallet,11,Inactive,1,Cancelled
C2015,OTHER,Adult,Lahore,O6015,03-06-2024,Subway,Fries,Fast Food,1,1022.37,Wallet,12,Active,2,Delayed
C2965,FEMALE,Teenager,Multan,O6965,03-06-2024,Burger King,Pasta,Fast Food,4,1024.96,Wallet,23,Active,4,Cancelled
C4904,OTHER,Teenager,Multan,O8904,03-06-2024,Pizza Hut,Pasta,Fast Food,3,1083.08,Wallet,43,Active,1,Cancelled
C4777,FEMALE,Adult,Multan,O8777,03-06-2024,Pizza Hut,Pizza,Continental,4,1185.28,Card,43,Active,3,Cancelled
C2814,FEMALE,Adult,Islamabad,O6814,04-06-2024,Burger King,Fries,Continental,5,253.2,Cash,18,Active,3,Delayed
C1526,MALE,Senior,Islamabad,O5526,04-06-2024,KFC,Sandwich,Dessert,4,456.66,Cash,33,Active,1,Delayed
C2465,MALE,Adult,Peshawar,O6465,04-06-2024,Subway,Fries,Fast Food,2,598.36,Cash,47,Active,1,Delayed
C1591,FEMALE,Senior,Islamabad,O5591,04-06-2024,Subway,Pasta,Chinese,1,701.79,Cash,17,Inactive,4,Delayed
C2114,FEMALE,Senior,Lahore,O6114,04-06-2024,Pizza Hut,Sandwich,Italian,3,857.13,Card,13,Inactive,4,Delayed
C1055,OTHER,Senior,Multan,O5055,04-06-2024,Pizza Hut,Pizza,Fast Food,3,877.31,Card,16,Active,2,Cancelled
C4985,MALE,Teenager,Karachi,O8985,04-06-2024,Pizza Hut,Pizza,Fast Food,1,1100.43,Wallet,22,Active,2,Cancelled
C2744,MALE,Senior,Lahore,O6744,04-06-2024,McDonald's,Fries,Chinese,5,1186.39,Wallet,6,Active,4,Delayed
C5042,OTHER,Senior,Lahore,O9042,04-06-2024,McDonald's,Fries,Chinese,1,1359.62,Cash,11,Inactive,2,Cancelled
C2174,FEMALE,Teenager,Peshawar,O6174,05-06-2024,McDonald's,Fries,Italian,5,333.34,Cash,18,Active,1,Delayed
C3463,OTHER,Teenager,Islamabad,O7463,05-06-2024,McDonald's,Sandwich,Italian,2,438.7,Wallet,24,Inactive,2,Delayed
C4205,MALE,Senior,Peshawar,O8205,05-06-2024,McDonald's,Pizza,Continental,2,804.13,Card,26,Inactive,1,Delayed
C3671,MALE,Senior,Islamabad,O7671,05-06-2024,McDonald's,Sandwich,Continental,2,1080.01,Card,41,Active,3,Delivered
C3273,OTHER,Senior,Peshawar,O7273,05-06-2024,Burger King,Pasta,Dessert,3,1180.13,Card,15,Inactive,5,Delayed
C2821,MALE,Senior,Peshawar,O6821,06-06-2024,McDonald's,Fries,Chinese,1,186.75,Wallet,29,Inactive,3,Delivered
C5281,OTHER,Senior,Multan,O9281,06-06-2024,KFC,Fries,Chinese,1,246.04,Wallet,40,Active,2,Delivered
C2014,MALE,Senior,Karachi,O6014,06-06-2024,McDonald's,Pasta,Continental,1,252.64,Card,29,Active,5,Delivered
C3933,OTHER,Adult,Karachi,O7933,06-06-2024,McDonald's,Sandwich,Continental,5,300.25,Cash,42,Inactive,3,Delivered
C5434,FEMALE,Teenager,Islamabad,O9434,06-06-2024,Burger King,Sandwich,Chinese,1,329.03,Cash,43,Active,4,Delivered
C3621,MALE,Senior,Islamabad,O7621,06-06-2024,Pizza Hut,Pasta,Dessert,5,647.48,Wallet,32,Active,4,Delayed
C6202,FEMALE,Teenager,Peshawar,O10202,06-06-2024,KFC,Burger,Continental,4,1452.09,Card,36,Active,2,Delayed
C4661,OTHER,Teenager,Multan,O8661,07-06-2024,Burger King,Sandwich,Dessert,3,172.41,Wallet,26,Inactive,1,Delayed
C5742,FEMALE,Teenager,Lahore,O9742,07-06-2024,Burger King,Pasta,Continental,2,671.25,Cash,34,Active,1,Cancelled
C6947,FEMALE,Adult,Peshawar,O10947,07-06-2024,McDonald's,Pizza,Chinese,4,749.9,Card,17,Inactive,3,Delayed
C6881,OTHER,Senior,Karachi,O10881,07-06-2024,KFC,Pizza,Italian,5,874.38,Cash,36,Inactive,4,Cancelled
C6132,FEMALE,Teenager,Karachi,O10132,07-06-2024,Burger King,Sandwich,Chinese,1,901.55,Cash,10,Inactive,2,Delayed
C1855,FEMALE,Senior,Lahore,O5855,07-06-2024,Burger King,Fries,Chinese,5,917.35,Cash,50,Inactive,4,Delivered
C3500,OTHER,Adult,Karachi,O7500,07-06-2024,Pizza Hut,Burger,Italian,3,961.41,Cash,15,Inactive,5,Delivered
C4580,MALE,Senior,Multan,O8580,07-06-2024,Subway,Burger,Chinese,4,1188.71,Cash,12,Inactive,1,Delivered
C6275,FEMALE,Senior,Karachi,O10275,07-06-2024,Burger King,Sandwich,Continental,1,1407.87,Cash,11,Active,5,Delivered
C3243,FEMALE,Teenager,Karachi,O7243,08-06-2024,Subway,Pasta,Continental,1,124.85,Card,24,Inactive,5,Delayed
C1119,MALE,Senior,Lahore,O5119,08-06-2024,Subway,Pasta,Dessert,3,346.11,Wallet,50,Inactive,2,Delivered
C4572,MALE,Teenager,Multan,O8572,08-06-2024,Pizza Hut,Pasta,Chinese,2,466.64,Card,4,Active,3,Delivered
C3622,MALE,Senior,Peshawar,O7622,08-06-2024,Pizza Hut,Sandwich,Fast Food,1,842.6,Wallet,9,Inactive,4,Cancelled
C6111,MALE,Teenager,Islamabad,O10111,08-06-2024,McDonald's,Pasta,Continental,4,855.94,Cash,25,Inactive,4,Cancelled
C2855,OTHER,Teenager,Islamabad,O6855,08-06-2024,KFC,Sandwich,Continental,4,929.91,Cash,6,Active,3,Cancelled
C6826,OTHER,Adult,Multan,O10826,08-06-2024,Burger King,Burger,Italian,5,1087.01,Cash,37,Active,1,Cancelled
C6782,OTHER,Teenager,Peshawar,O10782,08-06-2024,Subway,Pizza,Continental,3,1411.57,Card,5,Active,3,Delivered
C6770,OTHER,Teenager,Islamabad,O10770,09-06-2024,Burger King,Sandwich,Chinese,5,283.86,Card,48,Active,3,Delayed
C6036,MALE,Adult,Multan,O10036,09-06-2024,McDonald's,Pizza,Continental,4,521.34,Cash,42,Active,2,Delayed
C6993,FEMALE,Adult,Peshawar,O10993,09-06-2024,Burger King,Pasta,Continental,5,697.34,Wallet,34,Inactive,1,Delivered
C3557,MALE,Teenager,Islamabad,O7557,09-06-2024,Subway,Fries,Dessert,1,736.08,Card,26,Active,2,Delivered
C3584,FEMALE,Teenager,Lahore,O7584,09-06-2024,Burger King,Pasta,Chinese,5,846.33,Wallet,35,Active,1,Delivered
C1753,MALE,Teenager,Multan,O5753,09-06-2024,Subway,Pizza,Dessert,2,940.85,Wallet,37,Active,2,Delayed
C1300,MALE,Adult,Islamabad,O5300,09-06-2024,Pizza Hut,Burger,Continental,4,1041.88,Wallet,3,Inactive,2,Delayed
C6603,OTHER,Adult,Multan,O10603,09-06-2024,KFC,Burger,Chinese,1,1327.48,Card,1,Inactive,1,Delivered
C5907,FEMALE,Teenager,Peshawar,O9907,10-06-2024,McDonald's,Pasta,Italian,5,162.22,Wallet,46,Inactive,4,Delayed
C4897,MALE,Senior,Karachi,O8897,10-06-2024,KFC,Sandwich,Continental,5,385.19,Card,40,Active,5,Delivered
C3057,MALE,Adult,Karachi,O7057,10-06-2024,Pizza Hut,Pasta,Chinese,1,655.92,Cash,3,Inactive,1,Cancelled
C3310,MALE,Teenager,Peshawar,O7310,10-06-2024,Pizza Hut,Pizza,Chinese,3,726.34,Cash,9,Inactive,1,Delayed
C4891,OTHER,Senior,Lahore,O8891,10-06-2024,McDonald's,Burger,Chinese,3,755.74,Cash,29,Active,5,Cancelled
C2512,FEMALE,Teenager,Peshawar,O6512,10-06-2024,Subway,Pizza,Dessert,3,778.7,Card,43,Inactive,4,Cancelled
C2605,FEMALE,Teenager,Peshawar,O6605,10-06-2024,Pizza Hut,Pizza,Dessert,1,828.74,Card,30,Inactive,5,Delivered
C5051,FEMALE,Senior,Multan,O9051,10-06-2024,Subway,Sandwich,Continental,5,982.29,Cash,50,Active,4,Delayed
C6789,FEMALE,Teenager,Lahore,O10789,10-06-2024,KFC,Fries,Dessert,2,1143.46,Card,15,Active,1,Cancelled
C1385,FEMALE,Adult,Multan,O5385,10-06-2024,Pizza Hut,Burger,Chinese,5,1184.49,Wallet,3,Active,2,Delayed
C3116,MALE,Teenager,Islamabad,O7116,10-06-2024,Pizza Hut,Pasta,Dessert,1,1362.74,Wallet,4,Inactive,4,Delayed
C2025,MALE,Adult,Multan,O6025,11-06-2024,Pizza Hut,Pizza,Chinese,2,554.06,Card,35,Active,4,Cancelled
C2830,FEMALE,Senior,Peshawar,O6830,11-06-2024,KFC,Burger,Chinese,2,861.8,Cash,35,Inactive,5,Cancelled
C3184,MALE,Senior,Lahore,O7184,11-06-2024,Pizza Hut,Pizza,Italian,2,921.66,Wallet,38,Inactive,1,Cancelled
C4997,OTHER,Teenager,Peshawar,O8997,11-06-2024,Burger King,Pizza,Fast Food,5,995.43,Wallet,26,Active,4,Cancelled
C1825,OTHER,Senior,Peshawar,O5825,11-06-2024,Subway,Pizza,Italian,3,1027.09,Cash,17,Inactive,4,Delivered
C2669,FEMALE,Senior,Multan,O6669,11-06-2024,Pizza Hut,Sandwich,Fast Food,4,1296.23,Card,16,Active,3,Delivered
C6877,OTHER,Adult,Multan,O10877,11-06-2024,Subway,Pizza,Italian,5,1364.43,Cash,36,Inactive,4,Delayed
C1500,FEMALE,Senior,Islamabad,O5500,11-06-2024,KFC,Sandwich,Italian,2,1391.72,Cash,18,Inactive,4,Cancelled
C6199,OTHER,Adult,Peshawar,O10199,12-06-2024,Pizza Hut,Sandwich,Continental,4,325.51,Card,32,Active,5,Delivered
C4526,MALE,Teenager,Multan,O8526,12-06-2024,Pizza Hut,Burger,Fast Food,5,514.24,Cash,5,Active,1,Delivered
C2252,OTHER,Senior,Lahore,O6252,12-06-2024,Subway,Sandwich,Chinese,4,750.19,Wallet,46,Inactive,4,Delayed
C6688,MALE,Adult,Multan,O10688,12-06-2024,KFC,Pizza,Fast Food,1,861.48,Wallet,12,Inactive,2,Delivered
C4235,OTHER,Adult,Islamabad,O8235,12-06-2024,Pizza Hut,Pizza,Chinese,1,1228.93,Wallet,47,Active,4,Cancelled
C2634,OTHER,Teenager,Islamabad,O6634,12-06-2024,KFC,Sandwich,Italian,3,1351.9,Cash,47,Active,4,Delivered
C5992,FEMALE,Teenager,Karachi,O9992,12-06-2024,Burger King,Fries,Dessert,4,1394.75,Card,45,Active,3,Delayed
C5278,OTHER,Adult,Lahore,O9278,01-07-2024,Subway,Pizza,Italian,2,164.33,Card,24,Active,4,Delayed
C6405,OTHER,Adult,Karachi,O10405,01-07-2024,KFC,Sandwich,Continental,3,321.23,Card,45,Inactive,3,Cancelled
C5346,FEMALE,Senior,Lahore,O9346,01-07-2024,Pizza Hut,Pasta,Fast Food,3,363.41,Cash,7,Active,3,Cancelled
C5962,MALE,Senior,Lahore,O9962,01-07-2024,Subway,Burger,Italian,2,488.25,Card,32,Inactive,3,Delivered
C5617,OTHER,Senior,Multan,O9617,01-07-2024,KFC,Pizza,Italian,4,535.8,Card,27,Active,1,Delivered
C1633,OTHER,Adult,Multan,O5633,01-07-2024,Burger King,Fries,Continental,5,598.24,Cash,49,Inactive,4,Delivered
C6752,OTHER,Senior,Peshawar,O10752,01-07-2024,Pizza Hut,Fries,Dessert,5,644.06,Cash,2,Active,4,Cancelled
C6149,OTHER,Senior,Multan,O10149,01-07-2024,Subway,Burger,Fast Food,4,665.27,Card,31,Active,5,Delivered
C4122,MALE,Adult,Peshawar,O8122,01-07-2024,KFC,Fries,Continental,3,726.33,Card,35,Inactive,1,Delivered
C4528,OTHER,Senior,Lahore,O8528,01-07-2024,Pizza Hut,Sandwich,Italian,2,808.44,Cash,44,Inactive,4,Delayed
C1562,FEMALE,Adult,Multan,O5562,01-07-2024,KFC,Fries,Chinese,2,941.03,Cash,30,Inactive,2,Delayed
C4536,FEMALE,Teenager,Multan,O8536,01-07-2024,KFC,Pasta,Chinese,3,1402.39,Card,47,Active,1,Delayed
C2056,MALE,Teenager,Multan,O6056,01-07-2024,Subway,Pizza,Fast Food,5,1482.39,Wallet,37,Active,5,Cancelled
C4032,MALE,Teenager,Peshawar,O8032,02-07-2024,McDonald's,Sandwich,Continental,5,408.29,Wallet,47,Active,2,Delivered
C6919,OTHER,Adult,Karachi,O10919,02-07-2024,McDonald's,Pizza,Italian,1,435.08,Card,46,Active,2,Delayed
